ln_seq_number,mth_reprt_prd,curr_actl_upb,curr_ln_delq_stas,ln_age,remng_mth,rep_flag,mod_flag,zero_bal_cd,zero_bal_eff_dt,curr_int_rt,curr_defrd_upb,ddlpi,mi_upb,net_sls_amt,non_mi_amt,exp_amt,lgl_cst,other_cst,ti_ins_cst,misc_exp,loss_cal,mod_cst,step_mod_flag,dfrd_pmt_mod,eltv
F117Q2025432,201803,65635,1,10,350,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2025825,201711,290000,1,6,354,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,65
F117Q2025465,201707,318000,1,2,358,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,77
F117Q2025468,201801,245411,1,8,352,NULL,NULL,NULL,NULL,4.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,77
F117Q2025508,201803,112775,1,10,350,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2025522,201804,158255,1,11,349,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,78
F117Q2025525,201710,157000,1,5,355,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,49
F117Q2025555,201707,227000,1,2,358,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,79
F117Q2025648,201707,399000,1,2,358,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,59
F117Q2025734,201707,104000,1,2,358,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2025734,201708,104000,2,3,357,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2025472,201710,189000,1,5,355,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,88
F117Q2025668,201802,101412,1,9,351,NULL,NULL,NULL,NULL,5.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,58
F117Q2025747,201802,122788,1,9,171,NULL,NULL,NULL,NULL,3.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2025825,201712,289387,1,7,353,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,61
F117Q2025825,201801,287500,1,8,352,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,60
F117Q2025825,201802,287500,1,9,351,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,58
F117Q2025825,201803,288280,1,10,350,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,57
F117Q2025825,201804,287907,1,11,349,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,56
F117Q2025825,201805,287163,1,12,348,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,57
F117Q2025825,201806,286789,1,13,347,NULL,NULL,NULL,NULL,4.875,0,201804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,57
F117Q2026027,201711,234000,1,6,354,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2025869,201711,298000,1,6,354,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,93
F117Q2025869,201712,297665,2,7,353,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,91
F117Q2025869,201801,297665,3,8,352,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,92
F117Q2025869,201802,297665,4,9,351,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,94
F117Q2025869,201803,297265,5,10,350,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,94
F117Q2025869,201805,294422,1,12,348,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,90
F117Q2026011,201802,328756,1,9,351,NULL,NULL,NULL,NULL,4.99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,70
F117Q2026011,201804,328343,1,11,349,NULL,NULL,NULL,NULL,4.99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,70
F117Q2025854,201710,68000,1,5,355,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,59
F117Q2025892,201710,342000,1,5,355,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,77
F117Q2025925,201802,187630,1,9,171,NULL,NULL,NULL,NULL,3.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,54
F117Q2026009,201710,319000,1,5,355,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,80
F117Q2026020,201711,326000,1,6,354,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026020,201712,326340,2,7,353,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026020,201801,326340,3,8,352,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026020,201802,326340,4,9,351,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026020,201803,326340,5,10,350,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026020,201804,326340,6,11,349,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026020,201805,326340,7,12,348,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026020,201806,326340,8,13,347,NULL,NULL,NULL,NULL,4.75,0,201709,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,
F117Q2026027,201712,234087,2,7,353,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026027,201801,234087,3,8,352,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026027,201802,234087,4,9,351,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026027,201803,234087,5,10,350,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026027,201804,233482,4,11,349,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026027,201805,233177,5,12,348,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026027,201806,232565,5,13,347,NULL,NULL,NULL,NULL,4.75,0,201712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,
F117Q2026464,201806,303353,1,13,347,NULL,NULL,NULL,NULL,4.875,0,201804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,
F117Q2026187,201805,47606,1,12,168,NULL,NULL,NULL,NULL,3.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,52
F117Q2026237,201710,302000,1,5,355,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,92
F117Q2026239,201804,274369,1,11,349,NULL,NULL,NULL,NULL,4.499,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,80
F117Q2026320,201711,48000,1,6,354,NULL,NULL,NULL,NULL,5.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,74
F117Q2026383,201803,59355,1,10,350,NULL,NULL,NULL,NULL,5.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,30
F117Q2026403,201710,97000,1,5,355,NULL,NULL,NULL,NULL,5.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026403,201711,97000,1,6,354,NULL,NULL,NULL,NULL,5.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,70
F117Q2026403,201712,97162,1,7,353,NULL,NULL,NULL,NULL,5.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,71
F117Q2026429,201710,169000,1,5,355,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,78
F117Q2026432,201801,291818,1,8,352,NULL,NULL,NULL,NULL,5.375,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026437,201708,299000,1,3,357,NULL,NULL,NULL,NULL,4.95,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,72
F117Q2026457,201711,358000,1,6,354,NULL,NULL,NULL,NULL,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026457,201712,358259,2,7,353,NULL,NULL,NULL,NULL,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026457,201801,358259,3,8,352,NULL,NULL,NULL,NULL,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026457,201802,358259,4,9,351,NULL,NULL,NULL,NULL,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026457,201803,358259,5,10,350,NULL,NULL,NULL,NULL,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026457,201804,358259,6,11,349,NULL,NULL,NULL,NULL,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026457,201805,357819,6,12,348,NULL,NULL,NULL,NULL,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026457,201806,357377,6,13,347,NULL,NULL,NULL,NULL,5,0,201711,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,
F117Q2026229,201711,421000,1,6,354,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,70
F117Q2026323,201711,142000,1,6,354,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,94
F117Q2026323,201712,141436,1,7,353,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,93
F117Q2026323,201801,141436,1,8,352,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,92
F117Q2026466,201712,421223,1,7,353,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026466,201801,421223,2,8,352,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026612,201712,254342,1,7,353,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026612,201801,254342,2,8,352,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026612,201802,253974,3,9,351,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026612,201803,253605,3,10,350,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026612,201804,253234,3,11,349,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026612,201805,252862,3,12,348,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026612,201806,252862,3,13,351,NULL,Y,NULL,NULL,4.125,0,201802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,N,
F117Q2026714,201711,179000,1,6,234,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026653,201805,295165,1,12,348,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,57
F117Q2026672,201708,422000,1,3,357,NULL,NULL,NULL,NULL,3.99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,91
F117Q2026714,201712,178873,2,7,233,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026714,201801,178873,3,8,232,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026714,201802,178873,4,9,231,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026714,201803,177899,3,10,230,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026714,201804,176918,2,11,229,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026714,201805,176425,2,12,235,NULL,Y,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,
F117Q2026714,201806,178227,3,13,234,NULL,NULL,NULL,NULL,4.25,0,201802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,
F117Q2026845,201801,359938,1,8,352,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,70
F117Q2026741,201803,83019,1,8,352,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,77
F117Q2026741,201806,82634,1,11,349,NULL,NULL,NULL,NULL,4,0,201804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,67
F117Q2026794,201709,353000,1,4,176,NULL,NULL,NULL,NULL,3.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026834,201707,239000,1,2,178,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,23
F117Q2026834,201711,232000,1,6,174,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,21
F117Q2026835,201710,129000,1,5,175,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026835,201711,128000,2,6,174,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026835,201712,127935,2,7,173,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026835,201801,127935,2,8,172,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026835,201802,127388,2,9,171,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026835,201803,126840,2,10,178,NULL,Y,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,
F117Q2026835,201804,129290,3,11,177,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026948,201708,99000,1,3,357,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,78
F117Q2026876,201709,172000,1,4,356,NULL,NULL,NULL,NULL,5.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,83
F117Q2026876,201712,171072,1,7,353,NULL,NULL,NULL,NULL,5.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,84
F117Q2026876,201801,171072,2,8,352,NULL,NULL,NULL,NULL,5.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,83
F117Q2026876,201802,171072,3,9,351,NULL,NULL,NULL,NULL,5.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,84
F117Q2026876,201803,171072,4,10,350,NULL,NULL,NULL,NULL,5.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,82
F117Q2026876,201804,171072,5,11,349,NULL,NULL,NULL,NULL,5.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,81
F117Q2026876,201805,171072,6,12,348,NULL,NULL,NULL,NULL,5.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,81
F117Q2026876,201806,171072,7,13,347,NULL,NULL,NULL,NULL,5.625,0,201710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,83
F117Q2026889,201805,171522,1,12,348,NULL,NULL,NULL,NULL,5.125,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026927,201711,150000,1,6,354,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026927,201712,149279,1,7,353,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026927,201801,149279,1,8,352,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026927,201802,148899,1,9,351,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026927,201803,148517,1,10,350,NULL,NULL,NULL,NULL,4.875,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2026935,201805,108527,1,12,348,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,55
F117Q2026935,201806,108527,2,13,347,NULL,NULL,NULL,NULL,4.5,0,201803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,53
F117Q2026938,201707,109000,1,2,358,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,76
F117Q2026973,201712,89547,1,7,173,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,65
F117Q2026993,201803,165546,1,10,170,NULL,NULL,NULL,NULL,3.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,26
F117Q2026920,201711,414000,1,6,354,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,80
F117Q2027242,201711,149000,1,6,354,NULL,NULL,NULL,NULL,4.8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,68
F117Q2027019,201805,220254,1,12,168,NULL,NULL,NULL,NULL,3.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,73
F117Q2027078,201712,168443,1,7,353,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027078,201801,168209,1,8,352,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027150,201805,173449,1,12,348,NULL,NULL,NULL,NULL,4.625,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,73
F117Q2027175,201708,179000,1,3,357,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,87
F117Q2027175,201710,178000,1,5,355,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,86
F117Q2027175,201712,177475,1,7,353,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,87
F117Q2027175,201801,176969,1,8,352,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,87
F117Q2027175,201804,176204,1,11,349,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,83
F117Q2027175,201806,175689,1,13,347,NULL,NULL,NULL,NULL,4.25,0,201804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,79
F117Q2027217,201802,127998,1,9,351,NULL,NULL,NULL,NULL,4.99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027217,201803,127998,2,10,350,NULL,NULL,NULL,NULL,4.99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027217,201804,127998,3,11,349,NULL,NULL,NULL,NULL,4.99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027217,201805,127838,3,12,348,NULL,NULL,NULL,NULL,4.99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027217,201806,127838,4,13,347,NULL,NULL,NULL,NULL,4.99,0,201801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL, ,
F117Q2027313,201710,271000,1,5,355,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027305,201803,244937,1,10,350,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,72
F117Q2027305,201805,244261,1,12,348,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,71
F117Q2027313,201712,270073,1,7,353,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027313,201801,269020,2,8,352,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,
F117Q2027489,201804,336088,1,11,349,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,71
