ln_seq_number,mth_reprt_prd,curr_actl_upb,curr_ln_delq_stas,ln_age,remng_mth,rep_flag,mod_flag,zero_bal_cd,zero_bal_eff_dt,curr_int_rt,curr_defrd_upb,ddlpi,mod_cst,step_mod_flag,eltv
F112Q1005263,6/1/2018,172825,0,76,284,NULL,NULL,NULL,NULL,4.375,0,NULL,0,NULL,62
F112Q1005265,3/1/2018,65342,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL
F112Q1005265,4/1/2018,65203,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL
F112Q1005265,5/1/2018,65063,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL
F112Q1005265,6/1/2018,64923,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,NULL
F112Q1005266,3/1/2018,184578,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,30
F112Q1005266,4/1/2018,184186,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,29
F112Q1005266,5/1/2018,183794,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,30
F112Q1005266,6/1/2018,183400,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,29
F112Q1005267,3/1/2018,120300,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,22
F112Q1005267,4/1/2018,119076,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,22
F112Q1005267,5/1/2018,117993,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,22
F112Q1005267,6/1/2018,116907,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,21
F112Q1005268,3/1/2018,103785,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,43
F112Q1005268,4/1/2018,103308,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,42
F112Q1005268,5/1/2018,103067,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,41
F112Q1005268,6/1/2018,102826,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,40
F112Q1005269,3/1/2018,238633,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,42
F112Q1005269,4/1/2018,238127,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,41
F112Q1005269,5/1/2018,237619,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,40
F112Q1005269,6/1/2018,237110,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,40
F112Q1005270,3/1/2018,173123,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005270,4/1/2018,172736,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005270,5/1/2018,172347,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005270,6/1/2018,171962,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,NULL
F112Q1005272,3/1/2018,396597,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,53
F112Q1005272,4/1/2018,395614,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,52
F112Q1005272,5/1/2018,394629,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,52
F112Q1005272,6/1/2018,393640,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,51
F112Q1005273,4/1/2018,338644,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,53
F112Q1005273,5/1/2018,336968,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,52
F112Q1005273,6/1/2018,336125,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,52
F112Q1005275,3/1/2018,324700,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,29
F112Q1005275,4/1/2018,324024,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,29
F112Q1005275,5/1/2018,323344,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,28
F112Q1005275,6/1/2018,322663,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,28
F112Q1005278,3/1/2018,244785,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,51
F112Q1005278,4/1/2018,244266,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,49
F112Q1005278,5/1/2018,243745,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,49
F112Q1005278,6/1/2018,243223,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,49
F112Q1005282,3/1/2018,70106,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,52
F112Q1005282,4/1/2018,69958,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,53
F112Q1005282,5/1/2018,69771,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,53
F112Q1005282,6/1/2018,69583,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,52
F112Q1005284,3/1/2018,251126,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,64
F112Q1005284,4/1/2018,250602,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,62
F112Q1005284,5/1/2018,250076,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,62
F112Q1005284,6/1/2018,249548,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,61
F112Q1005286,3/1/2018,132113,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,56
F112Q1005286,4/1/2018,131833,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,54
F112Q1005286,5/1/2018,131552,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,53
F112Q1005286,6/1/2018,131269,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,53
F112Q1005287,3/1/2018,191425,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,65
F112Q1005287,4/1/2018,191029,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,63
F112Q1005287,5/1/2018,190585,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,63
F112Q1005287,6/1/2018,190139,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,63
F112Q1005290,3/1/2018,182783,0,73,287,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,72
F112Q1005290,4/1/2018,182193,0,74,286,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,69
F112Q1005290,5/1/2018,181601,0,75,285,NULL,NULL,NULL,NULL,4.75,0,NULL,NULL,NULL,69
F112Q1005290,6/1/2018,180387,0,76,284,NULL,NULL,NULL,NULL,4.75,0,NULL,0,NULL,70
F112Q1005294,3/1/2018,153153,0,73,287,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,62
F112Q1005294,4/1/2018,153153,0,74,286,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,59
F112Q1005294,5/1/2018,152492,0,75,285,NULL,NULL,NULL,NULL,4.375,0,NULL,NULL,NULL,59
F112Q1005294,6/1/2018,152160,0,76,284,NULL,NULL,NULL,NULL,4.375,0,NULL,0,NULL,59
F112Q1005297,3/1/2018,62082,0,73,287,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,38
F112Q1005297,4/1/2018,62082,0,74,286,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,37
F112Q1005297,5/1/2018,61835,0,75,285,NULL,NULL,NULL,NULL,4.5,0,NULL,NULL,NULL,37
F112Q1005297,6/1/2018,61337,0,76,284,NULL,NULL,NULL,NULL,4.5,0,NULL,0,NULL,37
F112Q1005301,3/1/2018,347264,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,51
F112Q1005301,4/1/2018,345593,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,49
F112Q1005301,5/1/2018,343917,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,47
F112Q1005301,6/1/2018,342235,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,47
F112Q1005302,3/1/2018,93067,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,48
F112Q1005302,4/1/2018,92874,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,47
F112Q1005302,5/1/2018,92680,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,48
F112Q1005302,6/1/2018,92485,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,48
F112Q1005307,3/1/2018,189018,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,45
F112Q1005307,4/1/2018,188617,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,43
F112Q1005307,5/1/2018,188214,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,43
F112Q1005307,6/1/2018,187810,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,44
F112Q1005308,3/1/2018,368199,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,50
F112Q1005308,4/1/2018,367436,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,48
F112Q1005308,5/1/2018,366670,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,47
F112Q1005308,6/1/2018,365130,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,49
F112Q1005313,3/1/2018,104253,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,52
F112Q1005313,4/1/2018,103925,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,50
F112Q1005313,5/1/2018,103595,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,49
F112Q1005313,6/1/2018,103265,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,49
F112Q1005315,3/1/2018,108546,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005315,4/1/2018,103545,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005315,5/1/2018,100192,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005315,6/1/2018,96005,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,NULL
F112Q1005316,3/1/2018,118646,0,73,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005316,4/1/2018,118352,0,74,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005316,5/1/2018,118057,0,75,284,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005316,6/1/2018,117761,0,76,283,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,NULL
F112Q1005317,3/1/2018,240431,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,62
F112Q1005317,4/1/2018,239424,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,63
F112Q1005317,5/1/2018,238414,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,62
F112Q1005317,6/1/2018,237401,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,62
F112Q1005319,3/1/2018,180196,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,NULL
F112Q1005319,4/1/2018,179826,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,191
F112Q1005319,5/1/2018,179456,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,192
F112Q1005319,6/1/2018,179084,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,190
F112Q1005320,3/1/2018,179464,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,45
F112Q1005320,4/1/2018,178942,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,42
F112Q1005320,5/1/2018,178419,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,42
F112Q1005320,6/1/2018,177894,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,42
F112Q1005323,3/1/2018,148032,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,56
F112Q1005323,4/1/2018,147723,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,55
F112Q1005323,5/1/2018,147413,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,53
F112Q1005323,6/1/2018,147103,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,53
F112Q1005324,5/1/2018,62767,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,37
F112Q1005324,6/1/2018,62460,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,36
F112Q1005325,3/1/2018,157900,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,65
F112Q1005325,4/1/2018,157571,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,64
F112Q1005325,5/1/2018,157241,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,64
F112Q1005325,6/1/2018,156910,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,63
F112Q1005328,3/1/2018,367436,0,73,287,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,57
F112Q1005328,4/1/2018,366670,0,74,286,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,55
F112Q1005328,5/1/2018,365902,0,75,285,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,58
F112Q1005328,6/1/2018,365131,0,76,284,NULL,NULL,NULL,NULL,4,0,NULL,0,NULL,58
F112Q1005330,3/1/2018,205202,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,75
F112Q1005330,4/1/2018,204665,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,73
F112Q1005330,5/1/2018,204126,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,72
F112Q1005330,6/1/2018,203585,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,70
F112Q1005332,4/1/2018,114297,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,57
F112Q1005332,5/1/2018,114053,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,57
F112Q1005332,6/1/2018,113808,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,55
F112Q1005333,3/1/2018,129850,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,61
F112Q1005333,4/1/2018,129556,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,59
F112Q1005333,5/1/2018,129279,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,57
F112Q1005333,6/1/2018,129002,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,58
F112Q1005335,3/1/2018,181385,0,73,287,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,41
F112Q1005335,4/1/2018,181003,0,74,286,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,39
F112Q1005335,5/1/2018,180626,0,75,285,NULL,NULL,NULL,NULL,4.25,0,NULL,NULL,NULL,38
F112Q1005335,6/1/2018,180247,0,76,284,NULL,NULL,NULL,NULL,4.25,0,NULL,0,NULL,36
F112Q1005336,4/1/2018,153689,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,58
F112Q1005336,5/1/2018,153361,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,58
F112Q1005336,6/1/2018,153032,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,57
F112Q1005337,3/1/2018,179026,0,73,287,NULL,NULL,NULL,NULL,3.75,0,NULL,NULL,NULL,43
F112Q1005337,4/1/2018,178039,0,74,286,NULL,NULL,NULL,NULL,3.75,0,NULL,NULL,NULL,43
F112Q1005337,5/1/2018,176049,0,75,285,NULL,NULL,NULL,NULL,3.75,0,NULL,NULL,NULL,42
F112Q1005337,6/1/2018,175053,0,76,284,NULL,NULL,NULL,NULL,3.75,0,NULL,0,NULL,42
F112Q1005338,3/1/2018,91158,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,56
F112Q1005338,4/1/2018,90971,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,55
F112Q1005338,5/1/2018,90784,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,54
F112Q1005338,6/1/2018,90596,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,53
F112Q1005339,3/1/2018,53968,0,73,287,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL
F112Q1005339,4/1/2018,53853,0,74,286,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL
F112Q1005339,5/1/2018,53739,0,75,285,NULL,NULL,NULL,NULL,3.875,0,NULL,NULL,NULL,NULL
F112Q1005339,6/1/2018,53623,0,76,284,NULL,NULL,NULL,NULL,3.875,0,NULL,0,NULL,NULL
F112Q1005340,3/1/2018,103890,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,81
F112Q1005340,4/1/2018,103676,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,82
F112Q1005340,5/1/2018,103462,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,82
F112Q1005340,6/1/2018,103247,0,76,284,NULL,NULL,NULL,NULL,4.125,0,NULL,0,NULL,82
F112Q1005342,3/1/2018,75965,0,73,287,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,41
F112Q1005342,4/1/2018,75809,0,74,286,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,40
F112Q1005342,5/1/2018,75653,0,75,285,NULL,NULL,NULL,NULL,4.125,0,NULL,NULL,NULL,40
