ln,credit_score,first_time_homebuyer_flag,mi_percent,orig_cltv,orig_debt_to_inc,orig_ltv,orig_int_rate,curr_ln_delq_stas
3152,809,N,0,74,41,74,4,0
3153,796,N,0,65,45,65,4,0
3154,732,N,0,60,35,60,4,0
3155,806,N,30,95,31,95,4,0
3156,811,N,0,80,45,80,4,0
3157,790,N,0,65,47,65,4,0
3158,721,N,0,80,33,80,4,0
3159,752,N,0,69,41,69,4,0
3160,710,N,0,73,19,73,4,0
3161,778,N,0,42,43,42,4,0
3162,814,N,0,80,15,80,4,0
3163,746,Y,0,73,43,73,4,0
3164,759,N,30,95,28,95,4,0
3165,731,N,0,63,34,63,4,0
3166,784,N,0,80,38,80,5,0
3167,683,N,25,90,24,90,5,0
3168,797,Y,0,79,41,79,4,0
3169,797,N,0,75,35,75,4,0
3170,763,N,30,95,30,95,5,0
3171,769,N,0,75,15,75,4,0
3172,732,N,0,28,27,24,4,0
3173,761,N,0,80,28,80,4,0
3174,710,Y,30,95,32,95,4,0
3175,779,Y,0,80,33,80,4,0
3176,768,Y,30,95,17,95,4,0
3177,804,N,12,84,16,84,4,0
3178,806,N,0,80,47,80,4,0
3179,787,N,0,68,26,68,4,0
3180,794,N,0,61,42,61,4,0
3181,727,N,0,75,44,75,4,0
3182,786,N,25,90,32,90,4,0
3183,642,N,0,45,42,45,5,0
3184,766,N,0,80,45,80,4,0
3185,710,N,0,75,39,75,5,0
3186,733,Y,30,95,20,95,4,0
3187,698,N,0,70,20,70,5,0
3188,803,N,0,46,28,46,4,0
3189,808,N,12,85,41,85,4,0
3190,784,N,0,53,34,53,4,0
3191,722,N,0,80,29,80,4,0
3192,733,N,0,80,24,80,4,0
3193,788,N,30,94,37,94,5,0
3194,763,N,0,48,42,48,4,0
3195,806,N,0,80,28,80,4,0
3196,734,N,0,80,34,80,4,0
3197,805,N,0,59,36,59,4,0
3198,782,N,0,80,25,80,5,0
3199,796,N,0,67,15,67,4,0
3200,809,N,0,75,14,58,4,0
3201,794,N,0,73,32,73,4,0
3202,802,N,0,84,31,80,4,0
3203,798,Y,0,64,25,64,4,0
3204,780,N,0,63,38,63,4,0
3205,803,N,30,92,43,92,4,0
3206,762,N,0,79,38,79,4,0
3207,780,N,0,54,43,54,4,0
3208,800,N,0,80,49,80,4,0
3209,729,N,0,78,37,78,4,0
3210,797,N,25,90,46,90,5,0
3211,802,Y,25,90,24,90,4,0
3212,754,N,0,74,43,67,4,0
3213,780,N,0,90,31,80,4,0
3214,780,N,30,95,35,95,4,0
3215,734,Y,0,80,22,80,4,0
3216,713,N,0,54,45,54,4,0
3217,788,N,0,78,22,78,4,0
3218,801,N,0,56,42,56,4,0
3219,721,Y,25,90,30,90,4,0
3220,688,N,0,80,39,80,4,0
3221,723,N,0,69,43,63,5,0
3222,809,N,0,37,19,37,4,0
3223,751,N,0,80,32,80,4,0
3224,745,N,0,67,25,67,5,0
3225,757,N,0,80,17,80,4,0
3226,777,N,0,52,35,52,4,0
3227,724,N,0,58,43,58,4,0
3228,711,N,0,75,7,75,4,0
3229,780,N,0,75,24,75,4,0
3230,729,N,25,89,45,89,4,0
3231,667,N,0,78,45,78,4,0
3232,723,N,0,87,20,80,4,0
3233,785,N,0,88,27,80,4,0
3234,742,N,0,90,26,80,4,0
3235,753,Y,30,95,44,95,4,0
3236,789,N,30,95,32,95,4,0
3237,813,N,0,80,18,80,4,0
3238,735,N,25,90,22,90,4,0
3239,800,Y,25,90,34,90,4,0
3240,777,N,0,80,23,80,4,0
3241,696,N,0,75,31,75,4,0
3242,795,N,0,80,28,80,4,0
3243,787,N,12,80,18,80,4,0
3244,754,Y,0,80,36,80,4,0
3245,819,N,0,80,35,80,4,0
3246,774,N,0,76,25,66,4,0
3247,808,N,0,80,39,80,4,0
3248,813,N,0,29,26,29,4,0
3249,718,N,25,90,25,90,4,0
3250,716,N,0,63,13,63,4,0
3251,778,N,0,75,37,75,4,0
3252,766,Y,30,95,44,95,4,0
3253,685,N,0,70,25,70,4,0
3254,787,N,25,87,43,87,5,0
3255,778,N,0,73,24,73,4,0
3256,756,Y,30,95,36,95,4,0
3257,791,N,0,47,47,47,4,0
3258,731,N,0,80,43,80,4,0
3259,782,N,0,60,38,60,4,0
3260,770,N,0,80,33,80,4,0
3261,761,Y,0,80,36,80,4,0
3262,738,N,0,81,46,44,4,1
3263,794,N,0,66,45,66,4,0
3264,705,Y,0,80,41,80,4,0
3265,664,N,0,51,19,51,4,0
3266,820,N,0,67,24,67,4,0
3267,769,N,0,60,29,60,4,0
3268,804,N,0,54,13,54,4,0
3269,804,N,0,80,40,80,4,0
3270,820,N,0,29,32,29,4,0
3271,730,N,0,80,38,80,4,0
3272,808,N,0,68,35,68,4,0
3273,790,N,0,80,21,80,4,0
3274,779,Y,25,88,25,88,4,0
3275,729,N,0,85,42,78,4,0
3276,779,N,0,80,32,80,4,0
3277,775,N,0,57,32,57,4,0
3278,759,Y,30,95,26,95,4,1
3279,798,Y,0,80,15,80,4,0
3280,807,N,0,80,23,80,4,0
3281,758,N,0,80,50,80,4,0
3282,777,N,0,80,27,80,4,0
3283,743,N,0,74,33,74,4,0
3284,779,N,0,77,22,77,4,0
3285,703,N,0,80,24,80,4,0
3286,792,N,0,80,16,80,4,0
3287,800,N,0,53,48,53,4,0
3288,802,N,0,75,21,75,4,0
3289,689,N,0,79,41,79,4,0
3290,745,N,0,32,50,32,4,0
3291,701,N,0,70,37,70,4,0
3292,712,N,0,80,20,80,4,0
3293,725,N,0,80,28,80,4,0
3294,794,N,0,57,46,57,4,0
3295,738,N,0,74,21,74,4,0
3296,805,N,0,64,25,64,4,0
3297,777,N,0,63,29,63,4,0
3298,692,N,0,67,46,67,4,0
3299,799,N,0,63,49,63,4,0
3300,796,N,0,60,40,60,4,0
3301,801,N,0,32,44,32,4,0
3302,686,N,30,95,43,95,4,0
3303,746,N,0,70,42,70,4,0
3304,810,N,0,73,25,73,4,0
3305,609,Y,0,67,32,67,4,0
3306,799,N,0,80,23,80,4,0
3307,730,N,0,64,20,57,4,0
3308,743,Y,0,77,36,77,4,0
3309,780,N,0,71,43,71,4,0
3310,790,N,0,60,47,60,4,0
3311,746,Y,0,80,39,80,4,0
3312,767,N,0,80,25,80,4,0
3313,795,N,12,81,24,81,4,0
3314,726,N,0,80,41,80,4,0
3315,801,N,0,48,38,48,4,1
3316,682,Y,0,80,23,80,5,0
3317,795,N,0,67,19,63,4,0
3318,781,N,0,80,33,80,5,0
3319,715,N,0,50,25,50,4,0
3320,777,N,0,90,38,75,4,0
3321,812,N,0,56,29,56,5,0
3322,798,N,0,68,34,68,4,0
3323,803,N,0,57,11,57,4,0
3324,784,N,25,89,21,89,4,0
3325,773,N,0,80,41,80,4,0
3326,768,Y,0,75,26,75,4,0
3327,697,Y,12,85,33,85,5,0
3328,792,N,0,52,36,52,4,0
3329,775,N,0,34,31,32,4,0
3330,718,N,0,73,25,73,4,0
3331,794,N,0,65,44,65,5,0
3332,799,N,0,46,47,46,4,0
3333,809,Y,0,80,42,80,4,0
3334,676,N,0,80,36,80,5,0
3335,801,N,0,80,26,80,4,0
3336,782,N,0,80,18,80,4,0
3337,740,N,0,78,38,78,4,0
3338,800,N,0,31,9,31,4,0
3339,764,N,30,94,42,94,4,0
3340,778,N,0,90,17,80,4,0
3341,795,N,0,61,20,61,4,0
3342,798,N,0,79,15,79,4,0
3343,739,N,0,75,19,75,4,0
3344,694,N,30,94,35,94,4,0
3345,779,N,0,80,29,80,4,0
3346,758,N,30,95,23,95,4,0
3347,786,N,0,80,30,80,4,0
3348,806,N,0,90,34,80,4,0
3349,762,N,0,80,28,80,4,0
3350,795,N,25,90,27,90,4,0
3351,794,N,0,90,49,80,4,0
3352,757,N,0,77,45,77,4,0
3353,690,N,12,83,36,83,4,0
3354,809,Y,0,59,40,59,4,0
3355,761,N,0,78,23,78,4,0
3356,731,N,0,76,34,76,4,0
3357,698,N,0,56,34,56,4,0
3358,797,N,0,80,27,80,4,0
3359,735,N,0,68,36,68,4,0
3360,797,N,0,80,9,80,4,0
3361,728,N,30,95,38,95,5,0
3362,753,N,0,74,35,74,4,0
3363,797,N,0,71,27,71,4,0
3364,763,N,0,75,36,75,4,0
3365,796,N,0,80,15,80,4,0
3366,802,N,0,75,31,75,4,0
3367,732,N,25,90,32,90,4,0
3368,794,N,0,37,42,37,4,0
3369,695,N,0,73,29,73,4,0
3370,757,N,30,95,39,95,4,0
3371,785,N,0,75,35,75,4,0
3372,719,N,25,87,26,87,4,0
3373,704,N,0,60,44,60,4,0
3374,699,N,0,80,26,80,4,0
3375,729,N,0,80,35,80,4,0
3376,790,N,0,66,36,66,4,0
3377,605,N,0,79,22,79,5,0
3378,794,N,0,90,40,68,4,0
3379,771,N,0,20,18,20,4,0
3380,716,N,0,59,45,59,4,0
3381,781,N,0,80,30,80,4,0
3382,801,N,0,54,34,54,4,0
3383,712,Y,30,95,32,95,4,0
3384,753,N,0,80,31,80,4,0
3385,784,N,0,79,20,79,4,0
3386,704,N,0,59,18,59,4,0
3387,755,N,0,83,32,80,4,0
3388,810,N,0,78,22,78,4,0
3389,791,N,0,79,40,79,4,0
3390,793,N,0,73,19,73,4,0
3391,813,N,0,80,41,80,4,0
3392,800,N,0,39,20,39,4,0
3393,781,N,0,71,43,71,4,0
3394,809,N,0,34,7,34,4,0
3395,787,Y,0,89,46,80,4,0
3396,807,N,0,75,21,54,4,0
3397,625,N,0,80,29,80,5,0
3398,756,N,0,74,50,74,4,0
3399,754,N,0,90,22,72,4,0
3400,774,N,0,80,36,80,4,0
3401,708,N,0,69,31,60,4,0
3402,746,Y,25,90,21,90,4,0
3403,797,N,0,71,40,71,4,0
3404,792,N,0,80,16,80,4,0
3405,797,N,0,49,31,49,4,0
3406,705,N,0,75,30,75,4,0
3407,774,N,0,80,13,80,5,0
3408,791,N,0,80,9,80,5,0
3409,762,N,0,60,43,50,4,0
3410,757,Y,30,92,32,92,4,0
3411,723,N,0,29,43,29,4,0
3412,725,N,0,80,11,80,4,1
3413,805,N,0,75,32,75,4,0
3414,674,N,0,66,19,56,4,0
3415,787,N,0,70,27,70,4,0
3416,711,N,12,84,24,84,4,0
3417,701,N,0,65,38,65,4,0
3418,727,N,30,95,38,95,4,0
3419,754,N,0,90,20,80,4,0
3420,775,N,0,62,14,62,4,0
3421,793,N,0,46,42,46,4,0
3422,691,N,0,69,29,69,4,0
3423,810,N,0,59,19,59,4,0
3424,777,N,0,74,27,74,4,0
3425,777,N,30,91,29,91,4,0
3426,698,N,30,95,43,95,4,0
3427,767,N,30,95,36,95,4,0
3428,782,N,30,95,29,95,4,0
3429,726,N,0,80,28,80,5,0
3430,802,N,0,88,47,80,4,0
3431,812,Y,0,80,8,80,4,0
3432,723,N,0,39,42,39,4,0
3433,783,N,0,44,9,44,4,0
3434,811,N,0,80,38,80,4,0
3435,793,Y,30,95,26,95,4,0
3436,689,Y,25,88,40,88,4,0
3437,785,N,0,90,20,80,4,0
3438,806,N,0,73,42,73,4,0
3439,780,N,0,55,34,55,4,0
3440,792,N,0,80,42,80,4,0
3441,765,N,0,79,28,79,4,0
3442,801,N,30,95,16,95,4,1
3443,721,N,0,79,27,79,4,0
3444,768,N,0,80,41,80,4,0
3445,776,N,0,71,22,71,4,0
3446,799,N,0,56,28,56,4,1
3447,773,N,0,90,44,78,4,0
3448,803,N,0,41,12,41,4,0
3449,740,N,0,79,49,79,4,0
3450,767,N,0,39,45,39,4,0
3451,795,N,0,70,45,70,5,0
3452,808,N,0,65,44,65,4,0
3453,773,N,0,37,39,29,4,0
3454,793,N,0,80,34,80,4,0
3455,698,N,0,80,38,80,5,0
3456,795,N,0,61,24,61,4,0
3457,799,N,0,80,50,80,4,0
3458,726,N,25,90,42,90,4,0
3459,778,N,0,70,20,70,4,0
3460,684,N,0,80,16,68,4,0
3461,732,N,0,80,24,80,5,0
3462,761,N,0,90,34,80,5,0
3463,809,N,0,73,31,73,4,0
3464,712,N,0,76,34,76,4,0
3465,711,N,0,66,34,66,4,0
3466,791,N,0,78,45,78,4,0
3467,772,N,0,80,45,80,5,0
3468,775,Y,0,80,31,80,4,0
3469,767,N,0,77,45,77,4,0
3470,804,N,0,75,48,75,5,0
3471,734,N,0,57,29,57,4,0
3472,802,Y,0,80,22,80,4,0
3473,744,N,0,80,34,80,4,0
3474,812,N,0,48,24,48,5,0
3475,796,N,0,80,23,80,4,0
3476,737,N,0,72,48,72,4,0
3477,776,N,25,90,18,90,4,0
3478,741,N,25,90,40,90,4,0
3479,767,N,30,95,38,95,4,1
3480,788,N,0,80,32,80,4,0
3481,791,N,0,80,32,80,4,0
3482,766,N,0,78,19,78,4,0
3483,780,N,0,89,34,80,4,0
3484,765,N,0,43,33,43,4,0
3485,780,N,30,93,14,93,4,0
3486,774,N,30,93,27,93,5,0
3487,760,N,0,80,34,80,4,0
3488,689,N,0,80,34,80,4,0
3489,812,N,0,46,24,46,4,0
3490,737,N,30,95,37,95,4,0
3491,762,N,30,95,29,95,4,0
3492,775,N,0,80,16,80,4,0
3493,750,N,0,23,35,23,4,0
3494,812,Y,0,52,12,52,4,0
3495,783,N,0,67,19,67,4,0
3496,750,N,0,70,49,70,4,0
3497,808,N,0,80,15,80,4,0
3498,719,N,0,74,31,74,4,0
3499,783,N,0,80,31,80,4,0
3500,806,N,0,46,38,46,4,0
3501,811,N,12,82,17,82,4,0
3502,793,N,25,90,26,90,4,0
3503,751,N,30,92,43,92,4,0
3504,732,N,0,80,22,80,4,0
3505,776,N,0,70,39,70,4,0
3506,745,N,0,67,31,67,4,1
3507,740,N,0,43,31,43,4,0
3508,813,N,0,56,16,56,4,0
3509,741,N,0,75,38,75,4,0
3510,720,Y,0,80,38,80,4,0
3511,786,N,0,43,33,43,4,1
3512,772,N,30,95,28,95,4,1
3513,724,N,0,72,42,72,5,0
3514,728,N,0,80,42,80,4,0
3515,683,N,25,93,20,93,4,0
3516,756,Y,0,80,31,80,4,0
3517,810,N,0,69,37,69,4,0
3518,773,Y,0,80,23,80,4,0
3519,774,N,0,72,14,72,4,0
3520,725,N,0,79,34,79,4,0
3521,800,N,0,80,19,80,4,0
3522,747,N,0,80,30,80,4,0
3523,732,N,0,42,36,26,4,0
3524,705,N,0,79,45,79,4,0
3525,806,N,0,73,25,73,4,0
3526,777,Y,25,90,40,90,4,0
3527,757,N,0,59,50,59,4,0
3528,692,N,12,84,30,84,5,0
3529,798,N,0,68,46,68,4,0
3530,769,N,0,80,36,80,4,0
3531,699,N,0,80,36,80,4,0
3532,800,N,0,36,26,36,4,0
3533,734,N,0,34,49,34,4,0
3534,775,N,30,94,44,94,4,0
3535,764,N,0,80,27,80,4,0
3536,795,N,0,80,26,80,4,0
3537,650,N,0,73,29,73,5,0
3538,809,N,0,70,50,70,4,0
3539,817,N,0,68,40,68,4,0
3540,819,N,0,34,45,34,4,0
3541,744,N,0,80,19,80,4,0
3542,755,N,0,80,33,80,4,0
3543,754,N,0,80,30,80,4,0
3544,721,N,0,71,31,71,4,0
3545,801,N,0,75,25,75,4,0
3546,808,N,0,79,43,79,4,0
3547,702,N,0,38,30,38,4,0
3548,740,N,0,71,40,71,4,0
3549,783,N,0,58,49,58,4,0
3550,790,N,0,79,32,79,4,0
3551,813,N,0,80,45,80,4,0
3552,723,N,0,80,31,80,4,0
3553,705,N,0,75,26,75,4,0
3554,816,N,0,73,44,73,4,0
3555,795,Y,30,95,41,95,4,0
3556,793,N,0,80,32,80,4,1
3557,811,N,0,65,38,65,4,0
3558,786,Y,0,80,11,80,4,0
3559,797,Y,25,90,20,90,4,0
3560,791,N,0,52,49,52,4,1
3561,796,N,0,80,34,80,4,0
3562,813,N,0,45,35,45,4,0
3563,808,N,0,80,44,80,4,0
3564,759,N,0,74,39,74,4,0
3565,782,N,0,93,39,70,4,0
3566,796,N,0,64,49,64,4,0
3567,750,Y,0,80,14,80,4,0
3568,749,N,0,80,32,80,4,0
3569,798,N,0,75,43,75,4,0
3570,761,N,25,94,36,94,4,0
3571,777,N,0,80,25,80,4,0
3572,792,N,0,59,40,59,4,0
3573,773,N,30,95,39,95,5,0
3574,810,N,30,95,32,95,4,0
3575,714,N,0,60,47,60,4,0
3576,798,N,0,80,19,80,4,0
3577,743,N,0,61,13,61,4,0
3578,768,N,0,57,39,57,4,0
3579,792,Y,0,90,32,80,4,0
3580,796,N,0,75,10,75,5,0
3581,779,N,0,59,35,59,4,0
3582,704,Y,0,80,25,80,4,0
3583,766,N,25,90,35,90,4,0
3584,724,N,0,45,27,45,4,0
3585,681,N,0,80,23,80,4,0
3586,791,N,25,88,26,88,4,0
3587,788,N,0,75,36,75,4,0
3588,770,N,0,80,29,80,4,0
3589,756,N,25,90,42,90,4,0
3590,762,N,0,70,28,70,4,0
3591,802,N,0,74,50,74,4,0
3592,756,N,0,80,36,80,4,0
3593,790,N,25,90,39,90,4,0
3594,727,N,0,68,27,68,4,0
3595,730,N,0,70,46,70,4,0
3596,793,N,0,76,13,76,4,0
3597,761,N,0,73,34,73,4,0
3598,753,N,0,75,35,75,4,0
3599,698,N,0,75,16,75,4,0
3600,706,N,0,80,39,80,4,0
3601,730,N,0,80,33,80,4,0
3602,793,N,0,60,49,60,4,0
3603,752,N,0,72,26,72,4,0
3604,808,N,0,71,20,71,4,0
3605,787,N,0,47,50,47,4,0
3606,752,Y,30,95,35,95,5,0
3607,803,N,0,70,39,70,4,0
3608,718,N,30,95,39,95,4,0
3609,798,N,0,80,35,80,4,0
3610,805,N,0,65,22,42,4,0
3611,774,N,0,54,45,54,4,0
3612,820,N,0,51,15,51,4,0
3613,783,N,0,20,21,20,4,0
3614,745,Y,0,80,23,80,4,0
3615,769,Y,25,91,35,91,4,0
3616,737,N,0,79,38,79,4,0
3617,794,N,30,95,43,95,4,0
3618,780,N,0,66,42,66,4,0
3619,758,N,0,77,42,77,4,0
3620,751,N,30,95,24,95,4,0
3621,807,N,0,60,36,60,4,0
3622,769,Y,30,95,45,95,5,0
3623,725,N,0,91,30,80,4,0
3624,717,N,0,80,23,80,4,0
3625,803,N,0,80,27,80,4,0
3626,774,N,0,80,33,80,4,0
3627,813,N,0,59,28,59,4,0
3628,778,N,0,75,43,75,4,0
3629,672,Y,0,52,26,52,4,0
3630,741,Y,30,94,42,94,4,0
3631,705,N,0,70,40,70,4,0
3632,775,N,0,62,14,62,4,0
3633,761,N,0,52,40,52,5,0
3634,771,Y,0,80,24,80,4,0
3635,721,N,0,80,26,80,4,0
3636,718,N,0,80,37,80,5,0
3637,794,Y,0,67,30,67,4,0
3638,737,N,0,58,22,58,4,0
3639,762,N,0,70,45,70,4,0
3640,759,N,0,57,45,57,4,0
3641,780,N,25,90,31,90,4,0
3642,794,N,0,66,38,66,4,0
3643,753,N,0,80,23,80,4,0
3644,815,N,0,53,21,53,4,0
3645,786,N,30,95,37,95,4,0
3646,776,N,0,57,46,57,4,0
3647,776,N,0,74,18,74,4,0
3648,770,N,0,41,15,41,4,0
3649,649,N,0,80,32,80,4,0
3650,795,N,0,80,12,80,4,0
3651,800,N,0,80,41,80,4,0
3652,804,N,0,80,40,80,4,0
3653,776,N,0,80,37,80,4,0
3654,750,N,0,41,50,41,4,0
3655,737,N,25,87,26,87,4,0
3656,749,N,12,82,45,82,4,0
3657,820,N,0,78,25,78,4,0
3658,730,N,0,75,40,75,5,0
3659,768,N,0,69,21,69,4,0
3660,671,N,12,85,41,85,4,0
3661,802,N,0,66,18,66,4,0
3662,705,Y,30,95,33,95,4,0
3663,759,N,0,20,37,20,4,0
3664,776,N,12,82,28,82,4,0
3665,814,N,0,66,26,66,4,0
3666,773,N,25,90,28,90,4,0
3667,734,Y,0,80,23,80,4,0
3668,800,N,30,95,21,95,4,0
3669,680,N,0,69,44,69,4,0
3670,796,N,30,94,36,94,4,0
3671,809,Y,0,80,28,80,4,0
3672,801,N,0,68,41,68,4,0
3673,788,N,0,69,16,69,4,0
3674,656,N,0,73,40,56,4,0
3675,816,N,0,64,35,64,4,0
3676,747,N,0,60,29,60,5,0
3677,816,N,0,40,24,40,4,0
3678,766,N,0,72,40,72,4,0
3679,792,N,0,74,33,74,4,0
3680,789,N,0,80,18,80,4,0
3681,722,N,0,80,41,80,4,0
3682,755,N,0,63,16,63,4,0
3683,749,N,0,80,37,80,4,0
3684,777,N,0,61,48,61,4,0
3685,776,N,0,58,24,58,4,0
3686,775,N,0,42,11,42,4,0
3687,786,N,0,68,47,68,4,0
3688,765,N,0,75,38,59,4,0
3689,769,N,0,36,28,36,4,0
3690,755,Y,12,85,34,85,5,0
3691,797,N,0,75,36,75,4,0
3692,796,N,0,31,20,31,4,0
3693,715,N,0,30,50,30,4,0
3694,786,N,0,80,6,80,4,0
3695,800,N,0,75,11,75,4,0
3696,804,N,0,70,41,70,4,0
3697,792,N,0,80,16,80,4,0
3698,805,Y,0,80,27,80,4,0
3699,759,Y,0,80,29,80,4,0
3700,723,N,0,95,32,74,4,0
3701,788,Y,30,95,34,95,4,0
3702,706,N,0,80,24,80,4,0
3703,669,N,0,70,30,70,4,0
3704,813,N,0,62,43,62,4,0
3705,778,N,0,70,17,70,4,0
3706,797,N,0,80,42,80,4,0
3707,791,N,0,75,27,75,4,0
3708,766,N,0,80,21,80,4,0
3709,774,N,0,47,43,47,4,0
3710,776,N,0,80,37,80,4,0
3711,798,N,0,80,35,80,4,0
3712,808,N,0,80,27,80,4,0
3713,730,Y,30,95,22,95,4,0
3714,803,N,0,44,8,44,4,0
3715,725,N,30,94,36,94,4,0
3716,797,N,0,73,42,73,4,0
3717,738,N,0,80,26,80,4,1
3718,777,Y,0,80,27,80,4,0
3719,672,N,0,75,29,75,5,0
3720,730,Y,25,88,43,88,4,0
3721,754,N,0,80,24,80,4,0
3722,802,N,0,80,22,80,4,0
3723,806,N,0,50,31,50,4,0
3724,796,N,0,39,13,39,4,0
