ln_seq_number,Ln,credit_score,first_time_homebuyer_flag,mi_percent,unit_cnt,occupancy_status,orig_cltv,orig_debt_to_inc,orig_ltv,orig_int_rate,property_st,property_type,ln_purpose,curr_ln_delq_stas
F112Q2009008,2149,798,N,0,1,S,75,20,75,4,NJ,CO,P,0
F112Q2012518,2150,748,N,0,1,P,64,45,64,4,MD,SF,C,0
F112Q2012722,2151,808,N,0,1,P,74,14,74,4,ID,SF,C,0
F112Q2008323,2152,778,N,0,1,P,80,46,80,4,PA,SF,P,0
F112Q2011973,2153,801,N,0,1,P,41,18,41,4,NJ,SF,C,0
F112Q2009880,2154,775,N,0,1,P,80,20,80,4,MN,PU,N,0
F112Q2010565,2155,722,N,0,1,P,80,31,80,4,IL,SF,P,0
F112Q2012837,2156,714,N,0,1,I,80,30,80,4,KS,SF,P,0
F112Q2011148,2157,814,N,0,1,P,73,39,73,4,IN,SF,N,0
F112Q2012156,2158,752,N,0,1,P,61,42,61,4,MN,SF,C,0
F112Q2008759,2159,801,N,0,1,S,59,40,59,4,NH,SF,C,0
F112Q2011204,2160,615,N,0,1,P,43,37,43,5,MI,SF,C,0
F112Q2010953,2161,781,N,0,1,P,61,37,61,4,IL,SF,C,0
F112Q2011440,2162,730,N,0,1,P,91,29,67,4,WA,SF,N,0
F112Q2011388,2163,796,Y,0,1,P,56,33,56,4,CA,SF,P,0
F112Q2011871,2164,715,N,0,1,P,80,23,80,4,WI,SF,N,0
F112Q2009431,2165,803,N,0,1,P,80,14,80,4,MN,SF,N,0
F112Q2009617,2166,743,N,0,1,P,86,42,80,4,WI,SF,N,0
F112Q2010091,2167,666,N,0,1,P,38,43,38,4,NJ,SF,C,0
F112Q2008134,2168,790,N,0,1,I,38,30,38,4,TN,SF,N,1
F112Q2009933,2169,808,N,0,1,P,78,42,78,4,OR,SF,C,0
F112Q2008887,2170,801,Y,0,1,P,79,45,79,4,CA,SF,P,0
F112Q2012023,2171,781,N,0,1,P,54,40,54,4,MA,SF,N,0
F112Q2009832,2172,777,N,0,1,P,79,43,79,4,MA,SF,N,0
F112Q2009407,2173,788,N,25,1,P,90,40,90,5,DC,CO,P,0
F112Q2008340,2174,729,N,0,1,P,63,50,63,4,DE,SF,C,0
F112Q2010495,2175,688,N,25,1,P,89,33,89,4,ME,SF,P,0
F112Q2012910,2176,769,N,0,1,P,80,37,80,4,IL,SF,P,0
F112Q2012939,2177,773,N,0,1,P,85,38,73,4,VA,PU,N,0
F112Q2009749,2178,727,Y,0,1,P,80,45,80,4,MA,SF,P,0
F112Q2011648,2179,796,N,0,1,P,78,28,78,4,WI,SF,N,0
F112Q2011797,2180,810,N,0,1,P,76,25,76,4,CO,PU,N,0
F112Q2008387,2181,740,N,12,1,P,84,44,84,4,NC,PU,P,0
F112Q2010214,2182,777,N,0,1,P,89,44,69,4,IL,SF,N,0
F112Q2008138,2183,734,N,0,1,P,73,45,73,4,MA,SF,C,1
F112Q2011984,2184,760,N,0,1,P,77,16,77,4,WA,SF,N,0
F112Q2012245,2185,778,N,0,1,P,80,29,80,4,OR,PU,N,0
F112Q2010978,2186,781,N,0,1,S,78,34,78,4,FL,PU,N,0
F112Q2010389,2187,803,N,0,1,P,79,11,79,4,IN,SF,C,0
F112Q2008366,2188,791,N,0,1,P,80,49,80,4,OR,PU,N,0
F112Q2010106,2189,725,N,0,1,P,80,27,80,4,VA,SF,P,0
F112Q2008572,2190,769,N,0,1,P,80,36,80,4,MI,SF,P,0
F112Q2012632,2191,805,N,0,1,P,80,36,80,4,NH,SF,P,0
F112Q2011519,2192,812,N,0,1,P,72,44,72,4,LA,SF,C,0
F112Q2012552,2193,796,Y,0,1,P,80,31,80,4,NY,SF,P,0
F112Q2008988,2194,767,N,0,1,S,51,39,51,4,ME,SF,N,0
F112Q2010094,2195,785,N,0,1,P,80,44,80,4,NJ,SF,C,0
F112Q2008217,2196,732,N,0,1,P,43,40,43,4,GA,SF,C,0
F112Q2011882,2197,817,N,30,1,P,95,22,95,4,WI,CO,P,0
F112Q2009293,2198,800,N,0,1,P,65,18,65,4,CO,PU,N,0
F112Q2010409,2199,797,Y,0,1,P,80,39,80,4,MA,SF,P,0
F112Q2011281,2200,793,N,0,1,P,75,47,75,4,FL,PU,P,0
F112Q2011305,2201,700,Y,0,1,P,80,39,80,4,MN,SF,P,0
F112Q2012211,2202,689,N,0,1,P,64,14,64,4,MD,SF,C,0
F112Q2008291,2203,810,N,25,1,P,89,12,89,4,MA,SF,N,0
F112Q2008954,2204,786,N,0,1,P,57,20,57,4,IL,SF,C,0
F112Q2008253,2205,702,N,0,1,S,80,39,80,4,FL,SF,P,0
F112Q2009651,2206,781,N,0,1,P,24,44,24,4,CA,SF,C,0
F112Q2011006,2207,801,N,0,1,P,76,34,76,4,MI,CO,P,0
F112Q2010947,2208,719,N,30,1,P,95,36,95,4,IN,SF,P,0
F112Q2010887,2209,746,Y,30,1,P,95,42,95,4,IN,SF,P,0
F112Q2010848,2210,800,N,0,1,I,75,28,75,5,NV,PU,C,0
F112Q2010656,2211,771,Y,0,1,P,80,21,80,4,VA,PU,P,0
F112Q2010696,2212,766,Y,25,1,P,90,30,90,4,VA,PU,P,0
F112Q2011923,2213,742,N,0,1,P,73,24,73,4,MI,SF,C,0
F112Q2009201,2214,740,N,0,1,P,80,35,80,4,PA,SF,C,0
F112Q2011169,2215,795,N,0,1,P,73,44,70,4,NJ,SF,N,0
F112Q2009507,2216,669,N,0,1,P,29,31,29,4,MA,CO,N,0
F112Q2011361,2217,766,N,30,1,P,95,29,95,4,KS,SF,P,0
F112Q2012995,2218,752,N,0,1,P,75,13,75,4,IA,SF,N,0
F112Q2008880,2219,796,N,0,1,P,66,42,39,4,CA,SF,N,0
F112Q2010554,2220,702,N,0,1,P,80,29,80,4,IA,CO,N,0
F112Q2011995,2221,781,N,0,1,P,79,23,79,4,CT,SF,C,0
F112Q2009250,2222,763,N,0,1,P,35,47,35,4,GA,PU,N,0
F112Q2009820,2223,704,N,0,1,P,63,40,63,4,VA,SF,C,0
F112Q2008195,2224,670,Y,30,1,P,95,33,95,5,IL,SF,P,0
F112Q2012931,2225,782,N,0,1,P,80,30,80,4,AZ,PU,N,0
F112Q2008637,2226,739,N,0,1,P,75,30,75,4,MA,CO,C,0
F112Q2008087,2227,795,N,0,1,P,67,40,67,4,KS,SF,P,0
F112Q2009267,2228,763,N,0,1,P,91,14,80,4,MO,PU,N,0
F112Q2009433,2229,739,N,0,1,P,80,49,80,4,IL,SF,P,0
F112Q2009069,2230,687,N,0,1,P,59,39,59,4,MI,SF,C,0
F112Q2010199,2231,783,N,0,1,P,80,19,80,4,NC,PU,P,0
F112Q2008175,2232,780,N,0,1,P,80,35,80,4,CT,SF,P,1
F112Q2008725,2233,785,N,12,1,P,85,37,85,4,CA,SF,P,0
F112Q2011114,2234,792,N,0,1,P,83,12,80,4,PA,SF,N,0
F112Q2011241,2235,713,N,0,1,P,80,40,80,5,CA,CO,C,0
F112Q2008587,2236,732,N,0,1,P,66,43,66,4,IL,SF,N,0
F112Q2011658,2237,764,N,0,1,P,76,18,67,4,IL,SF,N,0
F112Q2012408,2238,728,N,25,1,P,90,29,90,4,CO,SF,N,0
F112Q2012990,2239,787,N,0,1,P,71,27,71,4,AZ,SF,N,0
F112Q2009728,2240,715,N,0,1,P,69,37,69,4,MD,PU,C,0
F112Q2008303,2241,796,N,30,1,P,95,17,95,4,NC,SF,P,0
F112Q2009781,2242,684,N,25,1,P,88,35,88,4,ME,SF,N,0
F112Q2008219,2243,752,N,30,1,P,92,35,92,4,VT,PU,P,0
F112Q2008045,2244,746,N,30,1,P,95,28,95,4,WI,SF,P,0
F112Q2010187,2245,778,N,0,1,P,80,35,80,4,MA,SF,P,0
F112Q2010173,2246,808,N,0,1,P,43,35,43,4,CA,SF,N,0
F112Q2009549,2247,778,Y,0,1,P,66,33,66,4,CA,CO,P,0
F112Q2010685,2248,777,N,25,1,P,91,30,91,4,VA,PU,P,0
F112Q2010961,2249,754,N,0,1,P,80,37,80,4,MI,SF,P,0
F112Q2010314,2250,702,N,30,1,P,95,32,95,4,IN,PU,P,0
F112Q2009948,2251,813,N,0,1,P,35,31,35,4,HI,PU,N,0
F112Q2009580,2252,718,N,0,1,P,80,24,75,4,CA,PU,N,0
F112Q2011288,2253,808,N,0,1,P,53,22,53,4,OH,SF,P,0
F112Q2011074,2254,789,N,0,1,P,80,19,80,4,NC,PU,P,0
F112Q2008608,2255,765,N,0,2,P,75,17,75,4,MA,SF,N,1
F112Q2011347,2256,756,N,30,1,P,95,45,95,4,IN,SF,N,0
F112Q2010712,2257,790,Y,0,1,P,73,40,73,4,MO,PU,P,0
F112Q2008424,2258,789,N,0,1,P,56,34,56,4,IN,SF,N,0
F112Q2009764,2259,656,N,0,1,P,80,26,80,5,WI,SF,N,0
F112Q2008549,2260,793,N,0,1,P,80,43,80,4,AL,PU,P,0
F112Q2011903,2261,777,N,0,1,P,43,30,43,4,MN,SF,C,0
F112Q2010357,2262,693,N,0,1,P,80,47,80,4,NV,SF,P,0
F112Q2008111,2263,732,N,0,1,P,80,44,80,4,MI,SF,P,0
F112Q2009090,2264,673,N,0,1,P,80,39,80,4,SC,SF,N,0
F112Q2012697,2265,646,N,0,1,P,70,45,70,5,WI,SF,C,0
F112Q2011309,2266,780,N,25,1,P,90,34,90,4,OH,PU,P,0
F112Q2012960,2267,759,Y,30,1,P,95,32,95,4,TX,PU,P,0
F112Q2008719,2268,723,N,0,1,P,80,17,58,4,HI,SF,C,0
F112Q2011674,2269,773,N,25,1,P,84,38,84,4,OH,SF,N,0
F112Q2011959,2270,793,N,0,1,P,63,40,63,4,NJ,SF,P,0
F112Q2012330,2271,754,N,0,1,P,93,29,77,4,CA,SF,N,0
F112Q2012538,2272,761,N,0,1,P,77,34,77,4,ME,PU,N,0
F112Q2009322,2273,798,N,0,1,P,58,24,58,4,WI,SF,C,0
F112Q2012764,2274,802,N,0,1,S,65,29,65,4,CA,SF,P,0
F112Q2011608,2275,760,N,0,1,S,80,30,80,4,FL,PU,P,0
F112Q2011044,2276,709,N,0,1,P,80,36,80,4,OH,SF,C,0
F112Q2009130,2277,806,N,0,1,P,80,31,80,4,NJ,PU,P,0
F112Q2012466,2278,657,N,0,1,P,80,45,80,5,KY,SF,C,0
F112Q2011918,2279,750,N,0,1,P,58,44,58,4,CA,SF,N,0
F112Q2010262,2280,758,N,0,1,P,67,19,67,4,KS,SF,C,0
F112Q2011163,2281,798,N,25,1,P,90,22,90,4,IN,SF,P,0
F112Q2010047,2282,794,N,0,1,P,80,34,80,4,WA,SF,P,0
F112Q2009466,2283,755,Y,30,1,P,95,25,95,4,TX,SF,P,0
F112Q2008878,2284,809,N,0,1,P,78,25,78,4,CO,SF,N,0
F112Q2008688,2285,741,N,0,1,P,70,36,70,4,IL,SF,N,0
F112Q2008426,2286,749,N,0,1,P,78,30,78,4,MI,SF,N,0
F112Q2010208,2287,694,N,0,1,P,55,44,55,4,CA,SF,C,0
F112Q2011573,2288,787,N,0,1,I,80,41,80,5,OR,SF,P,0
F112Q2012298,2289,814,N,0,1,P,23,14,23,4,OR,PU,N,0
F112Q2011304,2290,731,Y,25,1,P,90,27,90,4,IL,PU,P,0
F112Q2009745,2291,693,Y,30,1,P,95,38,95,5,IL,CO,P,0
F112Q2012046,2292,808,N,0,1,P,39,41,39,4,NY,SF,P,0
F112Q2009485,2293,791,Y,0,1,P,80,22,80,4,IA,SF,P,0
F112Q2009686,2294,747,N,25,1,P,90,41,90,4,IL,SF,P,0
F112Q2009909,2295,790,N,0,1,P,80,35,80,4,KY,SF,P,0
F112Q2010454,2296,740,N,0,1,P,52,15,52,4,CA,SF,C,0
F112Q2008606,2297,763,Y,0,1,P,80,29,80,4,MA,SF,P,0
F112Q2011293,2298,800,N,0,1,P,40,44,40,4,FL,SF,N,0
F112Q2008889,2299,752,N,0,1,P,44,42,44,4,UT,SF,N,0
F112Q2009033,2300,769,N,0,1,P,80,22,80,4,OH,PU,P,0
F112Q2012714,2301,783,N,25,1,P,90,27,90,4,IN,SF,P,0
F112Q2011553,2302,722,N,0,1,P,69,27,69,4,OR,PU,P,0
F112Q2008649,2303,764,N,0,1,P,87,10,55,4,GA,PU,N,0
F112Q2008715,2304,802,N,0,1,P,80,37,80,4,IL,SF,N,0
F112Q2009817,2305,646,N,0,1,P,75,44,75,5,IN,SF,C,0
F112Q2012878,2306,781,N,25,1,P,88,47,88,4,MA,CO,N,0
F112Q2012895,2307,667,N,0,1,P,60,41,60,4,OH,SF,C,0
F112Q2011993,2308,803,N,0,4,P,13,38,13,4,MA,SF,C,0
F112Q2011386,2309,747,N,0,1,P,57,18,57,4,CO,SF,C,0
F112Q2008612,2310,730,N,0,1,P,70,39,70,4,GA,SF,C,0
F112Q2010055,2311,786,N,25,1,P,90,42,90,4,CT,SF,P,0
F112Q2010505,2312,728,N,0,1,S,79,25,79,4,NC,PU,P,0
F112Q2010801,2313,813,N,0,1,P,48,15,48,4,VA,PU,C,0
F112Q2008325,2314,759,N,0,1,S,78,20,78,4,AZ,CO,P,0
F112Q2012353,2315,808,N,12,1,P,84,18,84,4,CA,SF,N,0
F112Q2012627,2316,751,N,0,1,P,80,28,80,4,MO,PU,P,0
F112Q2008210,2317,767,N,0,1,P,79,41,79,4,MA,CO,N,0
F112Q2008956,2318,752,N,0,1,P,71,30,71,4,NY,SF,C,0
F112Q2011012,2319,800,N,30,1,P,92,19,92,4,MI,SF,N,0
F112Q2009849,2320,694,Y,0,1,P,80,21,80,4,WI,SF,P,0
F112Q2012758,2321,793,Y,25,1,P,90,43,90,4,ME,SF,P,0
F112Q2010518,2322,774,N,0,1,P,58,17,58,4,OH,SF,N,0
F112Q2010520,2323,795,N,0,1,P,55,27,55,4,CA,SF,P,0
F112Q2008179,2324,718,N,0,1,P,73,25,73,4,MD,SF,N,1
F112Q2009056,2325,773,N,0,1,P,63,45,63,4,OH,SF,N,0
F112Q2012901,2326,796,N,0,1,P,65,24,59,4,IL,SF,N,0
F112Q2012189,2327,747,N,0,1,P,87,32,80,4,MI,SF,N,0
F112Q2009512,2328,712,N,0,1,P,69,45,69,4,FL,PU,P,0
F112Q2008672,2329,775,N,0,1,P,42,31,42,4,WI,PU,N,0
F112Q2008163,2330,802,N,0,1,P,83,43,61,4,SC,SF,N,1
F112Q2009068,2331,703,N,0,1,P,79,43,79,4,NM,SF,N,0
F112Q2012603,2332,760,N,0,1,P,75,45,75,4,MA,SF,C,0
F112Q2012573,2333,781,N,0,1,P,71,11,71,4,WI,SF,N,0
F112Q2011954,2334,773,N,0,1,P,80,31,69,4,MD,PU,P,0
F112Q2012437,2335,770,N,12,1,P,84,37,84,4,IN,SF,P,0
F112Q2010853,2336,760,N,30,1,P,95,38,95,4,WY,SF,P,0
F112Q2010056,2337,744,Y,30,1,P,95,43,95,4,AZ,SF,P,0
F112Q2008537,2338,703,N,0,1,P,75,14,75,4,AR,SF,N,0
F112Q2011777,2339,791,N,0,1,P,69,28,69,4,OR,SF,N,0
F112Q2010586,2340,768,N,0,1,P,58,24,58,4,CA,SF,N,0
F112Q2008554,2341,790,N,0,1,P,63,23,63,4,OH,PU,N,0
F112Q2009794,2342,703,N,0,1,P,80,23,80,4,MD,SF,P,0
F112Q2011945,2343,771,Y,0,1,P,80,41,80,4,NY,SF,P,0
F112Q2010347,2344,787,N,0,1,P,80,31,80,4,MT,SF,N,0
F112Q2011757,2345,808,N,0,1,P,67,43,67,4,CA,SF,P,0
F112Q2008938,2346,789,N,12,1,P,82,35,82,5,NC,SF,N,0
F112Q2010632,2347,784,N,0,1,I,80,40,80,5,CA,SF,P,0
F112Q2010841,2348,768,N,0,1,P,80,29,80,4,KS,PU,P,0
F112Q2009800,2349,781,N,30,1,P,93,42,93,4,WI,SF,N,0
F112Q2009315,2350,751,N,0,1,P,80,27,80,4,PA,SF,N,0
F112Q2011395,2351,768,N,25,1,P,90,44,90,4,UT,SF,P,0
F112Q2010808,2352,709,N,0,1,P,75,37,75,4,FL,PU,P,0
F112Q2008235,2353,743,N,0,1,P,83,41,75,4,IL,SF,N,0
F112Q2012933,2354,772,N,0,1,P,47,33,27,4,CA,SF,N,0
F112Q2012665,2355,664,N,0,1,P,67,37,67,4,TN,SF,N,0
F112Q2011250,2356,802,N,0,1,P,80,50,80,4,NJ,SF,P,0
F112Q2012123,2357,764,N,0,1,I,75,42,75,4,VA,PU,P,0
F112Q2008099,2358,778,Y,0,1,P,80,28,80,4,IL,SF,P,0
F112Q2010969,2359,810,N,0,1,P,58,31,58,4,IN,SF,N,0
F112Q2011068,2360,788,Y,25,1,P,90,21,90,4,MI,SF,P,0
F112Q2010501,2361,756,N,0,1,P,75,34,60,4,VT,SF,N,0
F112Q2009633,2362,781,N,0,1,S,77,44,77,4,CA,SF,N,0
F112Q2008786,2363,795,N,0,1,P,76,24,58,4,KY,PU,N,0
F112Q2012634,2364,799,N,0,1,P,80,44,80,4,AK,PU,C,0
F112Q2008403,2365,725,N,0,1,P,69,28,69,4,NC,SF,C,0
F112Q2008635,2366,798,N,0,1,P,56,45,56,4,IN,SF,N,0
F112Q2010070,2367,784,N,0,1,P,80,39,80,4,NC,SF,P,0
F112Q2011407,2368,739,N,0,1,P,75,36,75,4,AK,SF,C,0
F112Q2012007,2369,767,N,0,1,P,69,48,69,4,PA,SF,P,0
F112Q2012954,2370,782,N,0,1,P,61,44,61,4,CA,SF,N,0
F112Q2008093,2371,759,N,0,1,P,60,44,60,4,MA,CO,P,0
F112Q2011944,2372,797,N,0,1,P,73,32,73,4,MO,CO,P,0
F112Q2010277,2373,758,Y,0,1,P,80,18,80,4,NC,SF,P,0
F112Q2008849,2374,789,Y,25,1,P,90,41,90,5,NJ,SF,P,0
F112Q2010674,2375,747,N,0,1,P,49,24,49,4,VT,SF,C,0
F112Q2009291,2376,778,N,0,1,P,72,44,66,4,MN,SF,N,0
F112Q2008999,2377,792,N,0,1,P,80,19,80,4,CT,SF,N,0
F112Q2011416,2378,788,N,0,1,P,88,30,77,4,WI,SF,N,0
F112Q2009214,2379,743,N,0,1,P,74,36,74,4,OH,PU,N,0
F112Q2009713,2380,672,N,30,1,P,95,23,95,5,UT,SF,P,0
F112Q2011292,2381,811,N,0,1,S,56,21,56,4,FL,CO,N,0
F112Q2008271,2382,689,Y,0,1,P,80,31,68,4,MD,SF,P,0
F112Q2009995,2383,800,N,0,1,I,75,31,75,5,CA,SF,P,0
F112Q2009273,2384,776,N,0,1,S,80,11,80,4,MI,SF,P,0
F112Q2012015,2385,758,Y,25,1,P,90,24,90,4,MI,SF,P,0
F112Q2009912,2386,811,N,0,1,P,62,38,50,4,CO,SF,N,0
F112Q2010278,2387,762,Y,0,1,P,75,45,75,4,MA,SF,P,0
F112Q2010301,2388,757,Y,0,1,P,80,22,80,4,PA,SF,P,0
F112Q2011796,2389,720,N,0,1,P,80,45,80,4,CO,PU,C,0
F112Q2012522,2390,720,N,0,1,P,75,43,75,4,IL,SF,C,0
F112Q2008784,2391,766,N,0,1,S,71,46,71,4,CA,SF,N,0
F112Q2011078,2392,811,N,0,1,P,80,48,80,4,CO,PU,P,0
F112Q2009171,2393,806,N,0,1,P,69,20,69,4,WI,SF,N,0
F112Q2012054,2394,791,N,0,1,P,56,44,46,4,MA,SF,N,0
F112Q2009310,2395,706,N,0,1,P,78,35,78,4,TX,SF,N,0
F112Q2008739,2396,759,N,25,1,P,89,34,89,4,VT,PU,N,0
F112Q2008798,2397,793,N,0,1,P,52,16,34,4,MD,SF,N,0
F112Q2011950,2398,732,N,0,1,P,72,18,72,4,CA,SF,C,0
F112Q2009550,2399,797,N,0,1,P,80,46,80,4,MN,SF,P,0
F112Q2010772,2400,807,N,0,1,P,72,34,72,4,CT,SF,N,0
F112Q2008307,2401,799,N,0,1,P,80,24,80,4,CA,SF,P,0
F112Q2011618,2402,753,N,25,1,P,92,45,92,5,OK,PU,N,0
F112Q2009553,2403,799,Y,30,1,P,95,22,95,4,VA,PU,P,0
F112Q2011982,2404,780,N,0,1,P,67,32,67,4,WA,SF,N,0
F112Q2012187,2405,701,N,0,1,P,67,32,67,4,IA,SF,N,0
F112Q2008369,2406,797,N,0,1,P,87,31,48,4,CO,SF,N,0
F112Q2011633,2407,684,N,0,1,P,80,42,80,4,TX,SF,P,0
F112Q2012991,2408,812,N,0,1,P,62,46,62,4,VA,PU,N,0
F112Q2010926,2409,720,Y,0,1,P,80,23,80,4,MI,SF,P,0
F112Q2008654,2410,769,N,0,1,P,58,35,58,4,NC,SF,C,0
F112Q2012733,2411,759,N,30,1,P,95,29,95,4,UT,SF,N,0
F112Q2012662,2412,724,Y,25,1,P,90,20,90,4,MI,SF,P,0
F112Q2009320,2413,725,Y,0,1,P,80,37,80,4,WI,SF,P,0
F112Q2009247,2414,804,N,0,1,P,64,27,46,4,CA,SF,N,0
F112Q2012026,2415,792,N,0,1,P,80,22,80,4,CA,SF,N,0
F112Q2012459,2416,722,N,30,1,P,95,32,95,4,NY,SF,P,0
F112Q2012881,2417,797,N,25,1,P,90,36,90,4,NV,SF,P,0
F112Q2012729,2418,767,N,0,1,I,80,42,80,4,ME,SF,P,0
F112Q2011201,2419,783,N,0,1,P,73,49,69,4,TN,PU,N,0
F112Q2008027,2420,754,N,0,1,P,90,22,79,4,ID,PU,P,0
F112Q2009074,2421,791,N,0,1,P,51,48,51,4,MN,SF,C,0
F112Q2009180,2422,811,N,0,1,P,35,31,35,4,OH,SF,N,0
F112Q2012021,2423,734,N,0,1,I,75,12,75,5,MO,SF,C,0
F112Q2011692,2424,712,Y,0,1,P,75,35,75,4,IL,SF,P,0
F112Q2012399,2425,751,N,30,1,P,95,24,95,4,VA,SF,P,0
F112Q2010207,2426,768,Y,0,1,P,80,22,80,4,OH,SF,P,0
F112Q2011645,2427,721,N,0,1,P,80,38,80,4,MO,SF,C,0
F112Q2012742,2428,707,N,0,1,I,73,27,73,4,IA,SF,C,0
F112Q2010638,2429,808,N,0,1,P,57,42,57,4,OR,SF,C,0
F112Q2012235,2430,779,N,0,1,P,55,12,55,4,UT,SF,C,0
F112Q2009472,2431,737,N,0,1,P,80,31,80,4,AR,PU,P,0
F112Q2011218,2432,814,N,0,1,P,18,26,18,5,MI,PU,N,0
F112Q2010334,2433,683,N,30,1,P,95,43,95,4,WI,SF,P,0
F112Q2011337,2434,772,N,0,1,P,13,28,13,4,RI,SF,N,0
F112Q2011227,2435,775,N,0,1,P,80,33,80,4,MA,SF,P,0
F112Q2009514,2436,722,N,0,1,P,49,38,49,4,LA,PU,P,0
F112Q2012413,2437,804,N,25,1,P,90,37,90,4,OR,PU,P,0
F112Q2009898,2438,750,N,0,1,P,75,40,75,4,MN,CO,P,0
F112Q2009499,2439,783,N,0,2,I,75,31,75,5,KS,SF,P,0
F112Q2009598,2440,779,N,0,1,P,80,42,80,4,CO,PU,C,0
F112Q2012070,2441,784,N,0,1,P,45,38,45,4,TX,PU,N,0
F112Q2009661,2442,749,N,0,1,P,52,47,52,4,CA,SF,N,1
F112Q2009783,2443,796,N,0,1,P,80,30,80,5,MN,SF,N,0
F112Q2012817,2444,786,Y,0,1,P,80,27,80,4,IL,SF,P,0
F112Q2012423,2445,788,N,0,1,P,80,30,80,4,TX,SF,P,0
F112Q2009230,2446,716,N,0,1,P,82,45,71,4,MA,SF,N,0
F112Q2011975,2447,816,N,0,1,P,69,21,69,4,MO,PU,N,0
F112Q2011213,2448,797,N,0,1,P,76,22,76,5,OH,SF,N,0
F112Q2012601,2449,791,N,0,1,P,75,25,75,4,CA,CO,P,0
F112Q2011566,2450,718,N,0,1,P,80,27,80,4,IL,SF,N,0
F112Q2009795,2451,762,N,30,1,P,95,34,95,4,NY,SF,P,0
F112Q2012823,2452,739,N,0,1,P,42,36,42,4,FL,PU,C,0
F112Q2011929,2453,782,N,12,1,P,85,28,85,4,CA,SF,N,0
F112Q2009219,2454,821,N,0,1,P,48,28,48,4,IL,SF,C,0
F112Q2012951,2455,791,N,0,1,P,92,38,73,4,IL,SF,N,0
F112Q2011391,2456,777,N,0,1,S,70,37,70,4,FL,CO,P,0
F112Q2009066,2457,803,N,0,1,P,74,12,74,4,KY,SF,N,0
F112Q2012317,2458,788,N,0,1,P,62,38,62,4,CA,PU,C,0
F112Q2011682,2459,710,N,0,1,P,79,36,79,4,MI,SF,C,0
F112Q2012963,2460,809,N,0,1,P,67,18,67,4,CO,SF,C,0
F112Q2010458,2461,799,N,0,1,P,63,41,45,4,CA,SF,C,0
F112Q2008879,2462,783,N,0,1,P,46,22,46,4,CA,SF,N,0
F112Q2009641,2463,702,N,0,1,P,66,30,66,4,MA,SF,N,0
F112Q2012593,2464,792,N,0,1,P,48,15,48,4,TX,SF,N,0
F112Q2009845,2465,774,Y,30,1,P,95,44,95,4,MN,PU,P,0
F112Q2008581,2466,790,N,0,1,P,75,26,75,4,MA,SF,N,0
F112Q2008818,2467,789,N,0,1,P,46,40,46,4,WA,SF,N,0
F112Q2012965,2468,821,N,0,1,P,80,24,80,4,KY,SF,P,0
F112Q2009374,2469,763,Y,0,1,P,80,42,80,4,ID,PU,P,0
F112Q2012336,2470,794,N,0,1,P,74,12,74,4,WA,PU,N,0
F112Q2012753,2471,728,N,0,1,P,56,49,55,4,VT,SF,C,1
F112Q2009519,2472,745,N,0,1,P,76,38,76,4,OH,SF,N,0
F112Q2008737,2473,808,N,0,1,P,67,42,67,4,DE,SF,P,0
F112Q2011588,2474,801,N,0,1,P,68,14,68,4,GA,PU,C,0
F112Q2010424,2475,771,N,0,1,P,80,42,80,5,TX,SF,C,0
F112Q2010826,2476,793,N,0,1,S,84,35,65,4,SC,PU,N,0
F112Q2012609,2477,812,N,0,1,P,64,33,64,4,IL,PU,C,0
F112Q2009705,2478,760,N,0,1,P,85,42,70,4,MA,CO,N,0
F112Q2012564,2479,801,Y,0,1,P,78,20,78,4,MI,SF,P,0
F112Q2011280,2480,729,N,0,1,P,80,44,80,4,NC,SF,P,0
F112Q2008089,2481,788,Y,25,1,P,90,22,90,4,NY,SF,P,0
F112Q2010776,2482,642,N,0,1,P,80,31,80,5,IA,SF,N,0
F112Q2012138,2483,768,N,0,1,P,75,45,75,4,CA,SF,P,0
F112Q2011104,2484,712,N,25,1,P,90,38,90,4,IL,CO,P,0
F112Q2011620,2485,781,N,25,1,P,90,38,90,4,OR,SF,P,0
F112Q2009600,2486,704,N,0,1,P,76,30,76,4,CO,SF,N,0
F112Q2009281,2487,814,N,0,1,P,41,30,41,4,CA,SF,C,0
F112Q2009896,2488,791,N,0,1,P,75,48,75,4,CA,PU,P,0
F112Q2012604,2489,737,N,0,1,P,80,36,80,4,MI,SF,N,0
F112Q2010777,2490,803,Y,0,1,P,73,32,73,4,OH,CO,P,0
F112Q2009131,2491,773,N,0,1,P,73,27,73,4,MA,SF,N,0
F112Q2009731,2492,713,N,0,1,P,47,48,47,4,NY,SF,C,0
F112Q2008284,2493,711,N,0,1,P,44,49,44,5,IL,SF,C,0
F112Q2009053,2494,709,N,0,1,P,64,48,64,4,VA,PU,P,0
F112Q2009127,2495,724,Y,0,1,P,80,40,80,4,CT,SF,P,0
F112Q2009819,2496,808,N,0,1,S,80,35,80,4,NH,CO,P,0
F112Q2009601,2497,715,N,0,1,P,41,34,41,4,VA,SF,N,0
F112Q2008289,2498,802,N,0,1,P,78,23,78,4,TN,CO,N,0
F112Q2011962,2499,693,Y,0,1,P,80,16,80,4,FL,PU,P,0
F112Q2012489,2500,761,N,30,1,P,95,33,95,4,AZ,SF,P,0
F112Q2008642,2501,754,N,30,1,P,91,36,91,4,KY,SF,N,0
F112Q2008114,2502,765,N,0,1,S,73,43,73,4,WI,SF,P,0
